UUID;Variety Denomination;Variety Denomination Synonym(s) ;UPOV Species Code;Variety Status;EU Variety Status;Variety ID;GMO;Hybrid;Organic;Pollinator;Registration Date;Maintainer N°
216062;KWS Apache CL;KWS Apache CL;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;264
216064;KWS Ateris;KWS Ateris;HLNTS_ANN;Surrendered;Yes;;N;;;;04/02/2018;264
216067;KWS Cesares CL;KWS Cesares CL;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;264
216068;KWS Danieles CL;KWS Danieles CL;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;264
216072;KWS Fobos;KWS Fobos;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;264
216073;KWS Forla;KWS Forla;HLNTS_ANN;Registered;No;;N;;;;01/03/2016;264
216075;KWS Fripon ;KWS Fripon ;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;264
216077;KWS Kamales CL;KWS Kamales CL;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;1787
216078;KWS Kripton;KWS Kripton;HLNTS_ANN;Registered;No;;N;;;;05/02/2019;264
216079;KWS Leones CL;KWS Leones CL;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;264
216082;KWS Nautilus CLP;KWS Nautilus CLP;HLNTS_ANN;Registered;Yes;;N;;;;02/04/2018;264
216083;KWS Perseus CL;KWS Perseus CL;HLNTS_ANN;Surrendered;Yes;;N;;;;04/02/2020;264
216085;KWS Tiberio;KWS Tiberio;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;264
216087;KWS Vivantes;KWS Vivantes;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;1787
216088;Kadiz;Kadiz;HLNTS_ANN;Surrendered;Yes;;N;;;;17/03/2004;1164
216090;Kaledonia CL;Kaledonia CL;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;345
216091;Kallim;Kallim;HLNTS_ANN;Surrendered;No;;N;;;;08/02/2005;1125
216092;Kallinka;Kallinka;HLNTS_ANN;Surrendered;Yes;;N;;;;07/04/2008;1125
216094;Kalor;Kalor;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216095;Kalumet;Kalumet;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216098;Kantaor;Kantaor;HLNTS_ANN;Surrendered;No;;N;;;;08/02/2005;1164
216099;Kapea ST;Kapea ST;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;370
216101;Kappa;Kappa;HLNTS_ANN;Surrendered;Yes;;N;;;;;15
216111;Katarina;Katarina;HLNTS_ANN;Surrendered;Yes;;N;;;;17/11/2003;166
216113;Katon;Katon;HLNTS_ANN;Surrendered;Yes;;N;;;;31/03/2000;334
216116;Kelly CL;Kelly CL;HLNTS_ANN;Surrendered;Yes;;N;;;;09/05/2012;1125
216118;Kenitra;Kenitra;HLNTS_ANN;Surrendered;Yes;;N;;;;17/03/2004;334
216121;Kernal;Kernal;HLNTS_ANN;Surrendered;Yes;;N;;;;08/02/2005;417
216124;Ketil;Ketil;HLNTS_ANN;Surrendered;Yes;;N;;;;;681
216125;Kidalia CL;Kidalia CL;HLNTS_ANN;Registered;Yes;;N;;;;09/04/2013;345
216126;Kilebo;Kilebo;HLNTS_ANN;Surrendered;Yes;;N;;;;12/09/2005;436
216129;Kimono;Kimono;HLNTS_ANN;Surrendered;Yes;;N;;;;20/02/2001;426
216132;Kingly;Kingly;HLNTS_ANN;Surrendered;Yes;;N;;;;26/02/2010;1164
216133;Kinnock;Kinnock;HLNTS_ANN;Surrendered;Yes;;N;;;;15/09/2000;334
216134;Kino;Kino;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216136;Kipsung 101;Kipsung 101;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216137;Kipsung 102;Kipsung 102;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216138;Kipsung 103;Kipsung 103;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216141;Kirova;Kirova;HLNTS_ANN;Surrendered;Yes;;N;;;;;369
216146;Kodax;Kodax;HLNTS_ANN;Surrendered;Yes;;N;;;;27/03/2002;423
216148;Kolkid;Kolkid;HLNTS_ANN;Surrendered;Yes;;N;;;;15/09/2000;334
216149;Kolos;Kolos;HLNTS_ANN;Surrendered;Yes;;N;;;;12/09/2005;436
216150;Kombos;Kombos;HLNTS_ANN;Surrendered;Yes;;N;;;;15/09/2000;334
216155;Kopa;Kopa;HLNTS_ANN;Surrendered;Yes;;N;;;;;334
216156;Koral;Koral;HLNTS_ANN;Surrendered;Yes;;N;;;;;352
216157;Korona;Korona;HLNTS_ANN;Surrendered;Yes;;N;;;;17/12/1999;334
216158;Korralon;Korralon;HLNTS_ANN;Surrendered;No;;N;;;;;
216162;Kreol;Kreol;HLNTS_ANN;Surrendered;Yes;;N;;;;15/09/2000;334
216164;Kristal;Kristal;HLNTS_ANN;Surrendered;No;;N;;;;30/10/2002;352
216169;LBS2313L;LBS2313L;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;1057
216170;LBS2323L;LBS2323L;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;1057
216171;LBS2716OL;LBS2716OL;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;1057
216173;LBS3430L ;LBS3430L ;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;1057
216174;LBS3863XOL;LBS3863XOL;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;1057
216194;LG50268;LG50268;HLNTS_ANN;Registered;No;;N;;;;04/02/2020;837
216195;LG50270;LG50270;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216197;LG50327;LG50327;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216198;LG50374;LG50374;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;837
292068;LG50396;LG50396;HLNTS_ANN;Registered;No;;N;;;;02/05/2019;837
216201;LG50397;LG50397;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216202;LG50410;LG50410;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216204;LG50417;LG50417;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216205;LG50418;LG50418;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216206;LG50436;LG50436;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216207;LG50440 CLP;LG50440 CLP;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216208;LG50450;LG50450;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216212;LG50467;LG50467;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216213;LG50468;LG50468;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216214;LG50475;LG50475;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216216;LG50479SX;LG50479SX;HLNTS_ANN;Registered;No;;N;;;;04/02/2020;837
216217;LG50480;LG50480;HLNTS_ANN;Registered;No;;N;;;;05/02/2019;837
216218;LG50485;LG50485;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216219;LG50494;LG50494;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216220;LG50497;LG50497;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216221;LG50500;LG50500;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216222;LG50501 CLP;LG50501 CLP;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216223;LG50504;LG50504;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216224;LG50505;LG50505;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216225;LG50509SX;LG50509SX;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
292070;LG50510;LG50510;HLNTS_ANN;Registered;No;;N;;;;05/02/2019;837
216228;LG50511 CLP;LG50511 CLP;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216229;LG50512;LG50512;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216231;LG50514;LG50514;HLNTS_ANN;Registered;No;;N;;;;02/02/2017;837
216232;LG50520;LG50520;HLNTS_ANN;Registered;No;;N;;;;01/03/2016;837
216234;LG50521CLP ;LG50521CLP ;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;837
216239;LG50528 CL;LG50528 CL;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216241;LG50539 SX;LG50539 SX;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;837
216242;LG50541  CLP;LG50541  CLP;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216243;LG50542;LG50542;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216245;LG50545CLP;LG50545CLP;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216247;LG50549 SX;LG50549 SX;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216248;LG50550 CLP;LG50550 CLP;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216252;LG50559SX;LG50559SX;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216255;LG50572CLP;LG50572CLP;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216256;LG50573;LG50573;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216257;LG50585;LG50585;HLNTS_ANN;Registered;No;;N;;;;01/03/2016;837
216258;LG50585xxx;LG50585xxx;HLNTS_ANN;Surrendered;Yes;;N;;;;01/03/2016;
216261;LG50591;LG50591;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216263;LG50616;LG50616;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216265;LG50625;LG50625;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216266;LG50627 CLP;LG50627 CLP;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216268;LG50635 CLP;LG50635 CLP;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216271;LG50652;LG50652;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216272;LG50662;LG50662;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216273;LG50665 CLP;LG50665 CLP;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216274;LG50667 ;LG50667 ;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;837
216275;LG50673;LG50673;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216277;LG50684;LG50684;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216278;LG50687 CLP;LG50687 CLP;HLNTS_ANN;Registered;No;;N;;;;05/02/2021;837
216279;LG50692 CLP;LG50692 CLP;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216280;LG50693;LG50693;HLNTS_ANN;Registered;No;;N;;;;01/03/2016;837
216281;LG50697;LG50697;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216282;LG50709 SX;LG50709 SX;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216283;LG50713 CLP;LG50713 CLP;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;837
216284;LG50718 ;LG50718 ;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;837
216285;LG50739 SX;LG50739 SX;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;837
216287;LG50752 CLP;LG50752 CLP;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;837
216288;LG50758CLP ;LG50758CLP ;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;837
216290;LG50771CLP;LG50771CLP;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216291;LG50777;LG50777;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216294;LG50793;LG50793;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;837
216297;LG50797CLP;LG50797CLP;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;837
216298;LG50814;LG50814;HLNTS_ANN;Registered;No;;N;;;;02/02/2017;837
216299;LG50827;LG50827;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216300;LG50923 ;LG50923 ;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;837
216307;LG5381;LG5381;HLNTS_ANN;Surrendered;Yes;;N;;;;12/04/2011;1243
216309;LG5395M;LG5395M;HLNTS_ANN;Surrendered;Yes;;N;;;;29/10/2009;368
216316;LG5407HO;LG5407HO;HLNTS_ANN;Surrendered;Yes;;N;;;;17/03/2004;422
216317;LG5407MO;LG5407MO;HLNTS_ANN;Surrendered;Yes;;N;;;;17/03/2004;422
216321;LG5415M;LG5415M;HLNTS_ANN;Surrendered;Yes;;N;;;;26/08/2002;368
216323;LG5421HO;LG5421HO;HLNTS_ANN;Surrendered;Yes;;N;;;;17/03/2004;422
216324;LG5421MO;LG5421MO;HLNTS_ANN;Surrendered;No;;N;;;;17/03/2004;422
216325;LG5424;LG5424;HLNTS_ANN;Surrendered;No;;N;;;;22/03/2007;1243
216327;LG5426M;LG5426M;HLNTS_ANN;Surrendered;No;;N;;;;26/08/2002;368
216329;LG5433;LG5433;HLNTS_ANN;Registered;Yes;;N;;;;07/04/2008;1243
216330;LG5434M;LG5434M;HLNTS_ANN;Surrendered;Yes;;N;;;;26/08/2002;368
216335;LG5446;LG5446;HLNTS_ANN;Registered;Yes;;N;;;;27/03/2006;1243
216337;LG5448;LG5448;HLNTS_ANN;Registered;Yes;;N;;;;22/03/2007;1243
216338;LG5449;LG5449;HLNTS_ANN;Registered;Yes;;N;;;;07/04/2008;1243
216340;LG5451HO CL;LG5451HO CL;HLNTS_ANN;Registered;Yes;;N;;;;18/03/2010;1243
216342;LG5454;LG5454;HLNTS_ANN;Surrendered;Yes;;N;;;;12/04/2011;1243
216343;LG5455;LG5455;HLNTS_ANN;Registered;Yes;;N;;;;07/04/2008;1243
216344;LG5456;LG5456;HLNTS_ANN;Registered;Yes;;N;;;;06/05/2009;1243
216346;LG5461 CLP;LG5461 CLP;HLNTS_ANN;Registered;No;;N;;;;01/03/2016;837
216347;LG5463 CL;LG5463 CL;HLNTS_ANN;Registered;No;;N;;;;16/05/2014;837
216348;LG5464;LG5464;HLNTS_ANN;Registered;Yes;;N;;;;22/03/2007;1243
216350;LG5470HO;LG5470HO;HLNTS_ANN;Registered;Yes;;N;;;;06/05/2009;1243
216353;LG5475HO;LG5475HO;HLNTS_ANN;Surrendered;Yes;;N;;;;16/05/2014;837
216356;LG5478;LG5478;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216357;LG5483;LG5483;HLNTS_ANN;Surrendered;No;;N;;;;12/04/2011;1243
216360;LG5492HO CL;LG5492HO CL;HLNTS_ANN;Registered;Yes;;N;;;;09/04/2013;838
216366;LG5506HO;LG5506HO;HLNTS_ANN;Registered;Yes;;N;;;;18/03/2010;1243
216367;LG5507;LG5507;HLNTS_ANN;Surrendered;No;;N;;;;12/04/2011;1243
216369;LG5510;LG5510;HLNTS_ANN;Surrendered;Yes;;N;;;;11/04/2005;368
216372;LG5515HO;LG5515HO;HLNTS_ANN;Registered;Yes;;N;;;;27/03/2006;1243
292942;LG5521HO;LG5521HO;HLNTS_ANN;Surrendered;Yes;;N;;;;06/05/2009;1243
216381;LG5523;LG5523;HLNTS_ANN;Surrendered;Yes;;N;;;;12/04/2011;1243
216382;LG5524HO;LG5524HO;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;837
216386;LG5530;LG5530;HLNTS_ANN;Registered;No;;N;;;;07/04/2008;1243
216388;LG5533;LG5533;HLNTS_ANN;Registered;Yes;;N;;;;18/03/2010;1243
216390;LG5537HO;LG5537HO;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;837
216392;LG5540;LG5540;HLNTS_ANN;Registered;No;;N;;;;22/03/2007;1243
216394;LG5543 CL;LG5543 CL;HLNTS_ANN;Registered;Yes;;N;;;;12/04/2011;1243
216395;LG5544;LG5544;HLNTS_ANN;Surrendered;Yes;;N;;;;18/03/2010;1243
216401;LG5555 CLP;LG5555 CLP;HLNTS_ANN;Registered;No;;N;;;;01/05/2015;837
216405;LG5560;LG5560;HLNTS_ANN;Registered;Yes;;N;;;;22/03/2007;1243
216407;LG5565 CL;LG5565 CL;HLNTS_ANN;Surrendered;Yes;;N;;;;12/04/2011;1243
216409;LG5568;LG5568;HLNTS_ANN;Registered;Yes;;N;;;;22/03/2007;1243
216410;LG5572;LG5572;HLNTS_ANN;Registered;Yes;;N;;;;22/03/2007;1243
216415;LG5582;LG5582;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;837
216416;LG5585;LG5585;HLNTS_ANN;Surrendered;Yes;;N;;;;12/04/2011;1243
216418;LG5590;LG5590;HLNTS_ANN;Registered;No;;N;;;;27/03/2006;1243
216419;LG5591;LG5591;HLNTS_ANN;Surrendered;No;;N;;;;12/04/2011;1243
216426;LG5612 CL;LG5612 CL;HLNTS_ANN;Surrendered;No;;N;;;;18/03/2010;1243
216428;LG5619HO;LG5619HO;HLNTS_ANN;Registered;Yes;;N;;;;07/04/2008;1243
216430;LG5626HO;LG5626HO;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;837
216436;LG5635;LG5635;HLNTS_ANN;Registered;No;;N;;;;27/03/2006;1243
216439;LG5638;LG5638;HLNTS_ANN;Registered;Yes;;N;;;;01/05/2015;837
216442;LG5642;LG5642;HLNTS_ANN;Registered;No;;N;;;;22/03/2007;1243
216445;LG5647HO CL;LG5647HO CL;HLNTS_ANN;Registered;Yes;;N;;;;09/04/2013;838
216446;LG5648CL;LG5648CL;HLNTS_ANN;Registered;Yes;;N;;;;09/05/2012;1243
216449;LG5650;LG5650;HLNTS_ANN;Registered;Yes;;N;;;;27/03/2006;1243
216450;LG5650HO;LG5650HO;HLNTS_ANN;Registered;No;;N;;;;22/03/2007;1243
216451;LG5650M;LG5650M;HLNTS_ANN;Surrendered;Yes;;N;;;;26/08/2002;368
216452;LG5651M;LG5651M;HLNTS_ANN;Surrendered;Yes;;N;;;;29/10/2009;368
216454;LG5654CL;LG5654CL;HLNTS_ANN;Surrendered;Yes;;N;;;;06/05/2009;1243
216457;LG5658CL;LG5658CL;HLNTS_ANN;Registered;No;;N;;;;06/05/2009;1243
292075;LG5659;LG5659;HLNTS_ANN;Registered;No;;N;;;;06/05/2009;1243
216460;LG565HO;LG565HO;HLNTS_ANN;Surrendered;Yes;;N;;;;22/03/2007;1243
216466;LG5666;LG5666;HLNTS_ANN;Registered;Yes;;N;;;;06/05/2009;1243
216467;LG5667HO;LG5667HO;HLNTS_ANN;Registered;No;;N;;;;07/04/2008;1243
216471;LG5672HO;LG5672HO;HLNTS_ANN;Surrendered;No;;N;;;;22/03/2007;1243
216473;LG5674HO;LG5674HO;HLNTS_ANN;Surrendered;No;;N;;;;06/05/2009;1243
216477;LG5678 CLP;LG5678 CLP;HLNTS_ANN;Registered;Yes;;N;;;;01/05/2015;837
216478;LG5679;LG5679;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;837
216480;LG5681HO CL;LG5681HO CL;HLNTS_ANN;Registered;Yes;;N;;;;18/03/2010;1243
216482;LG5684M;LG5684M;HLNTS_ANN;Surrendered;Yes;;N;;;;26/08/2002;368
216484;LG5689HO;LG5689HO;HLNTS_ANN;Registered;Yes;;N;;;;18/03/2010;1243
216485;LG5694;LG5694;HLNTS_ANN;Registered;Yes;;N;;;;06/05/2009;1243
216489;LG5699;LG5699;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;837
216494;LG58568;LG58568;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216496;LG58634;LG58634;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;837
216499;LG58656;LG58656;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;837
216500;LG58796;LG58796;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;837
216501;LG59580;LG59580;HLNTS_ANN;Registered;No;;N;;;;01/03/2016;837
216502;LS Gentoo;LS Gentoo;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;417
216503;LS Gibsun;LS Gibsun;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;417
216505;LS Luminal;LS Luminal;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;417
216506;LS Magistral;LS Magistral;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;417
216507;LS Rugby;LS Rugby;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;417
216508;LS Starly;LS Starly;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;417
216509;LS Sunprise;LS Sunprise;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;417
216515;Lactal;Lactal;HLNTS_ANN;Registered;Yes;;N;;;;08/02/2005;417
216519;Lama;Lama;HLNTS_ANN;Surrendered;Yes;;N;;;;;750
216526;Latino;Latino;HLNTS_ANN;Surrendered;Yes;;N;;;;31/03/2000;571
216527;Laura;Laura;HLNTS_ANN;Registered;Yes;;N;;;;21/01/2008;110
216534;Legend;Legend;HLNTS_ANN;Surrendered;Yes;;N;;;;;750
216537;Leo;Leo;HLNTS_ANN;Surrendered;Yes;;N;;;;20/02/2001;
216538;Leone;Leone;HLNTS_ANN;Surrendered;Yes;;N;;;;22/03/2007;1210
216539;Leopar;Leopar;HLNTS_ANN;Surrendered;Yes;;N;;;;;373
216542;Levante;Levante;HLNTS_ANN;Surrendered;Yes;;N;;;;14/03/2005;910
216543;Liberta;Liberta;HLNTS_ANN;Surrendered;Yes;;N;;;;07/04/2008;1171
216546;Limasun;Limasun;HLNTS_ANN;Surrendered;Yes;;N;;;;18/03/2010;1243
216547;Lindor;Lindor;HLNTS_ANN;Surrendered;Yes;;N;;;;31/03/2000;334
216548;Linoza;Linoza;HLNTS_ANN;Surrendered;Yes;;N;;;;04/02/2018;1125
216551;Liparis;Liparis;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;1125
216554;Liska;Liska;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;426
216557;Llawrence;Llawrence;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;1125
216558;Lluna;;HLNTS_ANN;Surrendered;No;;N;;;;12/04/2011;1125
216559;Loberia;Loberia;HLNTS_ANN;Surrendered;Yes;;N;;;;31/03/2000;426
216561;Lolla;Lolla;HLNTS_ANN;Surrendered;Yes;;N;;;;22/03/2007;1125
216562;Lombok;Lombok;HLNTS_ANN;Surrendered;Yes;;N;;;;15/09/2000;334
216567;Lory;Lory;HLNTS_ANN;Surrendered;Yes;;N;;;;14/05/2003;469
216568;Lotus;Lotus;HLNTS_ANN;Surrendered;Yes;;N;;;;;166
216570;Louidor;Louidor;HLNTS_ANN;Surrendered;No;;N;;;;;
216574;Lucas;Lucas;HLNTS_ANN;Surrendered;Yes;;N;;;;06/05/2009;1164
216577;Lucil;Lucil;HLNTS_ANN;Surrendered;No;;N;;;;;681
216580;Lucky;Lucky;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;1171
216582;Luleo;Luleo;HLNTS_ANN;Registered;Yes;;N;;;;18/03/2010;426
216584;Lunasol;Lunasol;HLNTS_ANN;Surrendered;Yes;;N;;;;;
216595;MAS 808OL;MAS 808OL;HLNTS_ANN;Registered;No;;N;;;;04/02/2020;370
216596;MAS 80B;MAS 80B;HLNTS_ANN;Surrendered;Yes;;N;;;;02/02/2017;370
216597;MAS 80D;MAS 80D;HLNTS_ANN;Registered;Yes;;N;;;;01/05/2015;370
216598;MAS 80HO;MAS 80HO;HLNTS_ANN;Surrendered;Yes;;N;;;;04/02/2018;370
216599;MAS 80IR;MAS 80IR;HLNTS_ANN;Registered;No;;N;;;;16/05/2014;370
216601;MAS 815OL;MAS 815OL;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;370
216602;MAS 817P;MAS 817P;HLNTS_ANN;Registered;Yes;;N;;;;25/01/2022;370
216605;MAS 81K;MAS 81K;HLNTS_ANN;Registered;Yes;;N;;;;02/02/2017;370
216606;MAS 81OL;MAS 81OL;HLNTS_ANN;Registered;Yes;;N;;;;01/05/2015;370
216607;MAS 826OL;MAS 826OL;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;370
216609;MAS 82OL;MAS 82OL;HLNTS_ANN;Registered;Yes;;N;;;;18/06/2017;370
216610;MAS 830OL;MAS 830OL;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2020;370
216613;MAS 83SU;MAS 83SU;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;370
216615;MAS 84E;MAS 84E;HLNTS_ANN;Surrendered;No;;N;;;;18/03/2010;370
216616;MAS 84OL;MAS 84OL;HLNTS_ANN;Registered;Yes;;N;;;;01/03/2016;370
216617;MAS 84OR;MAS 84OR;HLNTS_ANN;Surrendered;Yes;;N;;;;09/04/2013;370
216619;MAS 85T;MAS 85T;HLNTS_ANN;Surrendered;Yes;;N;;;;01/03/2016;370
216620;MAS 85Txxx;MAS 85Txxx;HLNTS_ANN;Surrendered;Yes;;N;;;;01/03/2016;
216623;MAS 86K;MAS 86K;HLNTS_ANN;Surrendered;Yes;;N;;;;09/05/2012;370
216624;MAS 86OL;MAS 86OL;HLNTS_ANN;Registered;Yes;;N;;;;01/05/2015;370
216627;MAS 87OL;MAS 87OL;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;370
216629;MAS 88D;MAS 88D;HLNTS_ANN;Surrendered;No;;N;;;;09/04/2013;370
216632;MAS 88OL;MAS 88OL;HLNTS_ANN;Registered;Yes;;N;;;;23/11/2012;1164
216634;MAS 89HOCL;MAS 89HOCL;HLNTS_ANN;Registered;Yes;;N;;;;04/02/2018;370
216636;MAS 89M;MAS 89M;HLNTS_ANN;Registered;Yes;;N;;;;16/05/2014;370
216637;MAS 89OL;MAS 89OL;HLNTS_ANN;Surrendered;No;;N;;;;18/03/2010;370
216639;MAS 90F;MAS 90F;HLNTS_ANN;Registered;Yes;;N;;;;01/05/2015;370
216640;MAS 90K;MAS 90K;HLNTS_ANN;Surrendered;Yes;;N;;;;05/02/2019;370
216641;MAS 90T;MAS 90T;HLNTS_ANN;Surrendered;Yes;;N;;;;18/03/2010;370
216642;MAS 910OL;MAS 910OL;HLNTS_ANN;Registered;No;;N;;;;25/01/2022;370
216643;MAS 91A;MAS 91A;HLNTS_ANN;Surrendered;No;;N;;;;07/04/2008;791
216644;MAS 91G;MAS 91G;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;370
216646;MAS 91M;;HLNTS_ANN;Surrendered;No;;N;;;;05/02/2019;
216647;MAS 91OL;MAS 91OL;HLNTS_ANN;Surrendered;Yes;;N;;;;22/03/2007;370
216648;MAS 920CP;MAS 920CP;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2021;370
216649;MAS 92B;MAS 92B;HLNTS_ANN;Surrendered;No;;N;;;;22/03/2007;370
216652;MAS 92IR;MAS 92IR;HLNTS_ANN;Surrendered;Yes;;N;;;;12/04/2011;370
216653;MAS 92OL;MAS 92OL;HLNTS_ANN;Surrendered;No;;N;;;;07/04/2008;370
216654;MAS 93CP;MAS 93CP;HLNTS_ANN;Registered;Yes;;N;;;;05/02/2019;370
216656;MAS 93IR;MAS 93IR;HLNTS_ANN;Surrendered;Yes;;N;;;;27/03/2006;370
216657;MAS 93T;MAS 93T;HLNTS_ANN;Surrendered;Yes;;N;;;;01/05/2015;370
216658;MAS 94C;MAS 94C;HLNTS_ANN;Surrendered;No;;N;;;;22/03/2007;370
216660;MAS 95A;MAS 95A;HLNTS_ANN;Surrendered;Yes;;N;;;;27/03/2006;370
